event_id,rule_id,rule_name,v2_2_status,v2_2_1_status,evidence_status,evidence_text,evidence_start,evidence_end,offset_verified,evidence_source,grounding_type,semantic_conflict
EVT-IMCA-1481,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,Line of fire injury – Man struck in face by hammer,0,50,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1484,IOGP-05,Hot work,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1484,IOGP-06,Line of fire,EXPLICIT,DERIVED,DERIVED,The Workplace Safety & Health Council of Singapore (WSH) published two recent safety alerts regarding dropped object fatal incidents where workers have been struck and killed by falling loads during lifting operations,0,217,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1484,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1485,IOGP-02,Confined space,DERIVED,DERIVED,DERIVED,"A member has reported an incident in which the valve on a cargo tank was damaged, causing a leak of approximately 1000 litres of methanol",0,137,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1486,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,"A Member has reported a number of recent incidents resulting from poor crane operations on the part of the crews of platforms, barges and other installations operated by third parties, clients or o",0,197,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1488,IOGP-02,Confined space,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Fall from height in a confined space,0,36,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1488,IOGP-09,Working at height,EXPLICIT,DERIVED,DERIVED,Fall from height in a confined space,0,36,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1489,IOGP-04,Energy isolation,EXPLICIT,DERIVED,DERIVED,Electrical shock – Failure of isolations and barriers,0,53,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1490,IOGP-05,Hot work,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1490,IOGP-06,Line of fire,EXPLICIT,DERIVED,DERIVED,Crewman struck by sling during anchor handling operations,0,57,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1490,IOGP-07,Safe mechanical lifting,EXPLICIT,DERIVED,DERIVED,Crewman struck by sling during anchor handling operations,0,57,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1491,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Dropped object near-miss: Lifting,0,33,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1491,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1492,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Dropped object near-miss: ROV wire rope,0,39,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1493,IOGP-02,Confined space,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Confined space fatality in shipyard,0,35,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1496,IOGP-06,Line of fire,EXPLICIT,DERIVED,DERIVED,A member has reported an incident in which a rigger was struck by a winch wire and sustained a fractured arm,0,108,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1496,IOGP-07,Safe mechanical lifting,EXPLICIT,DERIVED,DERIVED,A member has reported an incident in which a rigger was struck by a winch wire and sustained a fractured arm,0,108,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1500,IOGP-03,Driving,NONE,AMBIGUOUS,AMBIGUOUS,Collision between crew boat and anchored barge,0,46,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1501,IOGP-02,Confined space,EXPLICIT,SUPPORTED,SUPPORTED,Confined space entry fatalities,0,31,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1507,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,"The Marine Safety Forum has published a safety flash regarding a recent near miss dropped object incident, in which parts fell from a crane",0,139,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1507,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,"fety Forum has published a safety flash regarding a recent near miss dropped object incident, in which parts fell from a crane",13,139,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1508,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Near-miss: Dropped object fell from crane boom,0,46,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1508,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Near-miss: Dropped object fell from crane boom,0,46,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1509,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Dropped object near-miss: Antenna parts worked loose and fell to deck,0,69,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1510,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1511,IOGP-05,Hot work,NONE,AMBIGUOUS,AMBIGUOUS,Poor storage leading to failure and disintegration of cutting discs,0,67,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1515,IOGP-05,Hot work,DERIVED,DERIVED,DERIVED,A member has reported an incident in which a welder injured his finger whilst at work,0,85,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1518,IOGP-03,Driving,EXPLICIT,AMBIGUOUS,AMBIGUOUS,on Board (DMAIB) has published a report on an incident involving a fire on an offshore renewables industry crew transfer vehicle (CTV),40,174,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1521,IOGP-05,Hot work,EXPLICIT,SUPPORTED,SUPPORTED,Near-miss: Hot work in no-weld zone,0,35,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1523,IOGP-05,Hot work,DERIVED,DERIVED,DERIVED,USCG: fatalities in engine room fire caused by fuel spray ignition,0,66,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1525,IOGP-03,Driving,NONE,AMBIGUOUS,AMBIGUOUS,s reported an incident in which an offshore wind farm Crew Transfer Vessel (CTV) suffered an engine breakdown due to the drive belt automatic tensioner seizing,11,170,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1535,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,A member has reported an incident in which a chain hoist failed causing a 700kg load to fall into the moonpool,0,110,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1536,IOGP-07,Safe mechanical lifting,DERIVED,DERIVED,DERIVED,"A member has reported an incident in which an ROV winch brake failed, leading to the uncontrolled movement of an ROV as approximately 800 m of umbilical ran off the winch drum",0,175,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1537,IOGP-07,Safe mechanical lifting,DERIVED,DERIVED,DERIVED,"A member has reported an incident in which an ROV winch brake failed, leading to the uncontrolled movement of an ROV as approximately 800 m of umbilical ran off the winch drum",0,175,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1541,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1542,IOGP-06,Line of fire,NONE,AMBIGUOUS,AMBIGUOUS,Stored pressure release – hydraulic oil,0,39,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1544,IOGP-09,Working at height,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1552,IOGP-07,Safe mechanical lifting,EXPLICIT,DERIVED,DERIVED,A company has reported an incident in which there was a failure of lifting slings,0,81,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1553,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Dropped object near-miss: Falling crane block,0,45,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1553,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Dropped object near-miss: Falling crane block,0,45,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1554,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,MSF: dropped object near-misses,0,31,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1555,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Dropped object: Failure of lump hammer,0,38,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1556,IOGP-07,Safe mechanical lifting,EXPLICIT,DERIVED,DERIVED,Near-miss: Missing nut and split pin on shackle,0,47,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1560,IOGP-07,Safe mechanical lifting,EXPLICIT,DERIVED,DERIVED,rigging,314,321,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1561,IOGP-07,Safe mechanical lifting,EXPLICIT,DERIVED,DERIVED,A member has reported a near miss incident in which rigging was anchored to uncertified points,0,94,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1563,IOGP-05,Hot work,EXPLICIT,DERIVED,DERIVED,ted an environmental incident in which flammable substances were disposed of from a vessel in the same bags as potential ignition sources,18,155,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1567,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Near-miss: Dropped object from cargo,0,36,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1568,IOGP-03,Driving,NONE,AMBIGUOUS,AMBIGUOUS,Collision and near-miss caused by guard vessel,0,46,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1569,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,WSH: fatality – worker hit by ship crane during lifting operation,0,65,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1572,IOGP-07,Safe mechanical lifting,DERIVED,DERIVED,DERIVED,Failure of bell winch clutch coupling during bell recovery,0,58,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1574,IOGP-07,Safe mechanical lifting,DERIVED,DERIVED,DERIVED,Hydraulic umbilical winch operation – trapped thumb,0,51,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1576,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Dropped object incidents,0,24,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1578,IOGP-09,Working at height,EXPLICIT,DERIVED,DERIVED,Lost time injury (LTI): Fall overboard/fall from height,0,55,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1584,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Dropped object incident,0,23,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1588,IOGP-06,Line of fire,EXPLICIT,DERIVED,DERIVED,MSF: person struck by tugger wire assembly,0,42,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1589,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Dropped object near-miss – Unsecured plastic box fell from load being lifted by mobile crane,0,92,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1589,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Dropped object near-miss – Unsecured plastic box fell from load being lifted by mobile crane,0,92,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1593,IOGP-02,Confined space,EXPLICIT,SUPPORTED,SUPPORTED,Confined space entry – multiple fatalities,0,42,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1599,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,High potential dropped object incident,0,38,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1601,IOGP-07,Safe mechanical lifting,EXPLICIT,DERIVED,DERIVED,Lifting and rigging plans,0,25,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1606,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1607,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Potential dropped object – poor housekeeping,0,44,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1609,IOGP-05,Hot work,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Punctured welding hose flash fire,0,33,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1610,IOGP-07,Safe mechanical lifting,DERIVED,DERIVED,DERIVED,Lost time injury (LTI): Winch base plate failure,0,48,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1615,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1627,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Serious dropped object incidents,0,32,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1631,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,Crewman struck by dropped object,0,32,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1633,IOGP-05,Hot work,NONE,AMBIGUOUS,AMBIGUOUS,Crewman suffered first aid injury during cutting operations,0,59,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1634,IOGP-05,Hot work,EXPLICIT,SUPPORTED,SUPPORTED,Cutting torch hose separates from flame arrestor,0,48,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1638,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Crane wire rope grip incorrectly fitted,0,39,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1639,IOGP-03,Driving,NONE,AMBIGUOUS,AMBIGUOUS,Crew transfer vessel in collision with anchor wire,0,50,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1641,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1653,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Overloading leads to catastrophic failure of crane boom,0,55,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1657,IOGP-06,Line of fire,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1665,IOGP-02,Confined space,EXPLICIT,SUPPORTED,SUPPORTED,Fatality in ballast water tank – working at height in a confined space,0,70,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1665,IOGP-09,Working at height,EXPLICIT,SUPPORTED,SUPPORTED,Fatality in ballast water tank – working at height in a confined space,0,70,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1666,IOGP-07,Safe mechanical lifting,EXPLICIT,DERIVED,DERIVED,Damaged wire rope slings,0,24,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1669,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,High potential dropped object – Rigger struck by falling object,0,63,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1672,IOGP-09,Working at height,EXPLICIT,SUPPORTED,SUPPORTED,"A Member has reported a number of serious working at height incidents, resulting in a fatality and five Lost Time Injuries (LTIs)",0,129,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1673,IOGP-07,Safe mechanical lifting,EXPLICIT,DERIVED,DERIVED,A member has reported a near miss incident in which an ROV shackle holding a boulder grab became loose and the pin partially disengaged,0,135,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1675,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1687,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,A member has reported an incident in which someone sustained a serious neck injury as a result of a dropped object incident,0,123,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1688,IOGP-09,Working at height,EXPLICIT,DERIVED,DERIVED,A Member has reported a number of incidents involving the use of scaffolding,0,76,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1699,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,crane,144,149,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1701,IOGP-01,Bypassing safety controls,NONE,DERIVED,DERIVED,8 kg dropped 10 m to the top of the bridge roof,95,142,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1703,IOGP-03,Driving,NONE,AMBIGUOUS,AMBIGUOUS,A Member has reported a number of incidents involving jet drives on wind farm service vessels,0,93,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1704,IOGP-03,Driving,DERIVED,AMBIGUOUS,AMBIGUOUS,"rted an incident in which a wind farm service vessel collided with a turbine foundation, after failure of the vessel jet drive",17,143,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1708,IOGP-07,Safe mechanical lifting,EXPLICIT,DERIVED,DERIVED,A Member has reported an incident in which there was a potentially catastrophic failure of a lifting sling,0,106,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1713,IOGP-07,Safe mechanical lifting,EXPLICIT,DERIVED,DERIVED,"A member has reported an incident during offshore lifting operations in which a sling failed, causing an ROV and TMS to drop 30 cm onto deck",0,140,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1716,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,ional Offshore Petroleum Safety and Environmental Management Authority (NOPSEMA) has identified a concerning increase in dropped object events on mobile offshore drilling units (MODUs) in the first quarter of 2013,18,231,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1719,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,The Marine Safety Forum has published safety flash 13-11 regarding the parting of a crane wire on an offshore vessel,0,116,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1721,IOGP-05,Hot work,EXPLICIT,SUPPORTED,SUPPORTED,A Member has reported an incident in which a small fire was caused by hot work taking place on the deck above,0,109,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1723,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,hoist,138,143,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1727,IOGP-09,Working at height,EXPLICIT,DERIVED,DERIVED,A member has reported an incident in which a crewman suffered an injury during a fall from height,0,97,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1732,IOGP-07,Safe mechanical lifting,EXPLICIT,DERIVED,DERIVED,A member has reported an incident in which pieces of angle bar slipped out of slings and fell into the sea,0,106,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1733,IOGP-07,Safe mechanical lifting,EXPLICIT,DERIVED,DERIVED,A member has reported an incident in which pieces of angle bar slipped out of slings and fell into the sea,0,106,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1738,IOGP-03,Driving,EXPLICIT,SUPPORTED,SUPPORTED,A member has reported an incident in which a heavy metal work table was dragged nearly a metre by a forklift truck,0,114,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1742,IOGP-09,Working at height,EXPLICIT,DERIVED,DERIVED,vironmental Management Authority of Australia (NOPSEMA) has published a report regarding an incident in which a vertical scaffolding tube (a ‘dropper’) supporting a scaffolder began to slip under his weight,45,251,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1745,IOGP-09,Working at height,NONE,AMBIGUOUS,AMBIGUOUS,A member has reported an incident in which a crew member suffered a fatal fall from a Billy Pugh X-800 series personnel basket during a transfer between an incomplete platform jacket and heavy lift barge,0,203,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1746,IOGP-09,Working at height,NONE,AMBIGUOUS,AMBIGUOUS,A member has reported an incident in which a construction derrick lay barge lost all of its bow/weather anchors during a severe tropical storm,0,142,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1748,IOGP-09,Working at height,NONE,AMBIGUOUS,AMBIGUOUS,A member has reported an incident in which a construction derrick lay barge lost all of its bow/weather anchors during a severe tropical storm,0,142,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1750,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1751,IOGP-07,Safe mechanical lifting,EXPLICIT,SUPPORTED,SUPPORTED,A member has reported an incident in which a crane winch was badly damaged and the load dropped as a result,0,107,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1755,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1757,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1763,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Near-miss: Dropped object,0,25,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1765,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Near-miss: Dropped object – turnbuckle pin,0,42,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1766,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Lost time injury (LTI): Crush injury – arm trapped by movement of crane block,0,77,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1769,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1776,IOGP-05,Hot work,NONE,AMBIGUOUS,AMBIGUOUS,Lost time injury (LTI): Hand cut during cutting operations,0,58,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1779,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1781,IOGP-06,Line of fire,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1783,IOGP-05,Hot work,NONE,AMBIGUOUS,AMBIGUOUS,Small fire and minor injury during gas cutting,0,46,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1795,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1796,IOGP-06,Line of fire,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1797,IOGP-07,Safe mechanical lifting,EXPLICIT,DERIVED,DERIVED,Lacerated finger during rigging operations,0,42,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-1798,IOGP-05,Hot work,NONE,AMBIGUOUS,AMBIGUOUS,Near-miss during subsea cutting operations,0,42,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1800,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Crane and supply boat lifting incident,0,38,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1801,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1802,IOGP-04,Energy isolation,NONE,AMBIGUOUS,AMBIGUOUS,Near-miss: 220v cable not isolated during work,0,46,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1803,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-1804,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Near-miss: supply vessel pulls platform crane overboard,0,55,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1805,IOGP-01,Bypassing safety controls,NONE,AMBIGUOUS,AMBIGUOUS,Bypassing of storage tanks safety features,0,42,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1809,IOGP-02,Confined space,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Major injury suffered in confined space incident,0,48,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-1812,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Near-miss: Crane hook block dropped to deck,0,43,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
