event_id,field_changed,v2_1_value,v2_2_value,change_reason,evidence_reference
EVT-IMCA-1461,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_93:136
EVT-IMCA-1462,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:112
EVT-IMCA-1464,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:98
EVT-IMCA-1484,iogp_rules,Safe mechanical lifting; Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:217
EVT-IMCA-1486,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:197
EVT-IMCA-1488,iogp_rules,Confined space; Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:36
EVT-IMCA-1489,iogp_rules,Energy isolation,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:53
EVT-IMCA-1490,iogp_rules,Safe mechanical lifting; Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:57
EVT-IMCA-1491,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:33
EVT-IMCA-1492,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:39
EVT-IMCA-1493,iogp_rules,Confined space,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:35
EVT-IMCA-1496,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:108
EVT-IMCA-1507,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:139
EVT-IMCA-1508,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:46
EVT-IMCA-1509,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:69
EVT-IMCA-1510,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1518,iogp_rules,Driving,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_40:174
EVT-IMCA-1535,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:110
EVT-IMCA-1541,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1544,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1552,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:81
EVT-IMCA-1553,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:45
EVT-IMCA-1554,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:31
EVT-IMCA-1555,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:38
EVT-IMCA-1556,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:47
EVT-IMCA-1560,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_314:321
EVT-IMCA-1561,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:94
EVT-IMCA-1563,iogp_rules,Hot work,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_18:155
EVT-IMCA-1567,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:36
EVT-IMCA-1569,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:65
EVT-IMCA-1576,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:24
EVT-IMCA-1578,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:55
EVT-IMCA-1584,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:23
EVT-IMCA-1588,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:42
EVT-IMCA-1589,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:92
EVT-IMCA-1599,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:38
EVT-IMCA-1601,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:25
EVT-IMCA-1606,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1607,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:44
EVT-IMCA-1609,iogp_rules,Hot work,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:33
EVT-IMCA-1615,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1627,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:32
EVT-IMCA-1638,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:39
EVT-IMCA-1641,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1653,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:55
EVT-IMCA-1657,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1666,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:24
EVT-IMCA-1673,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:135
EVT-IMCA-1675,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1687,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:123
EVT-IMCA-1688,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:76
EVT-IMCA-1699,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_144:149
EVT-IMCA-1708,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:106
EVT-IMCA-1713,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:140
EVT-IMCA-1716,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_18:231
EVT-IMCA-1719,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:116
EVT-IMCA-1723,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_138:143
EVT-IMCA-1727,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:97
EVT-IMCA-1732,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:106
EVT-IMCA-1733,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:106
EVT-IMCA-1742,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_45:251
EVT-IMCA-1750,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1755,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1757,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1763,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:25
EVT-IMCA-1765,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:42
EVT-IMCA-1766,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:77
EVT-IMCA-1769,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1779,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1781,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1795,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1796,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1797,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:42
EVT-IMCA-1800,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:38
EVT-IMCA-1801,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1803,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1804,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:55
EVT-IMCA-1809,iogp_rules,Confined space,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:48
EVT-IMCA-1812,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:43
EVT-IMCA-1816,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:65
EVT-IMCA-1824,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1834,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:124
EVT-IMCA-1837,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:95
EVT-IMCA-1846,iogp_rules,NONE,Driving,Two-pass semantic re-evaluation with exact character offset validation,char_0:120
EVT-IMCA-1853,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:128
EVT-IMCA-1854,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:128
EVT-IMCA-1862,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:120
EVT-IMCA-1864,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:160
EVT-IMCA-1865,iogp_rules,Safe mechanical lifting; Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:112
EVT-IMCA-1869,iogp_rules,Confined space,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:101
EVT-IMCA-1874,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1875,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1878,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:226
EVT-IMCA-1892,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_71:228
EVT-IMCA-1893,iogp_rules,Hot work; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:19
EVT-IMCA-1902,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:26
EVT-IMCA-1907,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:74
EVT-IMCA-1911,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:46
EVT-IMCA-1915,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:61
EVT-IMCA-1937,iogp_rules,Driving,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:191
EVT-IMCA-1938,iogp_rules,Driving,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_30:194
EVT-IMCA-1940,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:174
EVT-IMCA-1945,iogp_rules,Driving,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_30:194
EVT-IMCA-1957,iogp_rules,Safe mechanical lifting; Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:118
EVT-IMCA-1966,iogp_rules,Hot work,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:123
EVT-IMCA-1968,iogp_rules,Driving,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_13:154
EVT-IMCA-1969,iogp_rules,Driving,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_13:154
EVT-IMCA-1973,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1975,iogp_rules,Confined space,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:108
EVT-IMCA-1983,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:196
EVT-IMCA-1988,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:48
EVT-IMCA-1991,iogp_rules,Safe mechanical lifting; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:64
EVT-IMCA-1993,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1994,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:52
EVT-IMCA-1995,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-2001,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-2003,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:56
EVT-IMCA-2004,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-2009,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:46
EVT-IMCA-2010,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-2014,iogp_rules,Hot work,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:55
EVT-IMCA-2018,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:65
EVT-IMCA-2022,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:59
EVT-IMCA-2027,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-2040,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:200
EVT-IMCA-2056,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:122
EVT-IMCA-2057,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:122
EVT-IMCA-2063,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:58
EVT-IMCA-2065,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-2067,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-2074,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:20
EVT-IMCA-2075,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:51
EVT-IMCA-2079,iogp_rules,Energy isolation,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:23
EVT-IMCA-2084,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-2089,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:38
EVT-IMCA-2090,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:38
EVT-IMCA-2092,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:44
EVT-IMCA-2095,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:56
EVT-IMCA-2105,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:123
EVT-IMCA-2106,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:123
EVT-IMCA-2111,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:100
EVT-IMCA-2115,iogp_rules,Driving,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:174
EVT-IMCA-2131,iogp_rules,Hot work,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:90
EVT-IMCA-2132,iogp_rules,Hot work,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:90
EVT-IMCA-2139,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-2145,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-2166,iogp_rules,Safe mechanical lifting; Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:66
EVT-IMCA-2191,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:86
EVT-IMCA-2193,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:31
EVT-IMCA-2233,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:22
EVT-IMCA-2243,iogp_rules,Driving,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:47
EVT-IMCA-2253,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-2258,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:33
EVT-IMCA-2269,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:26
EVT-IMCA-2276,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-2290,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:26
EVT-IMCA-2295,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:19
EVT-IMCA-2299,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:58
EVT-IMCA-2304,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:23
EVT-IMCA-2315,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:20
EVT-IMCA-2316,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:45
EVT-IMCA-2324,iogp_rules,Driving,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:25
EVT-IMCA-2328,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:20
EVT-IMCA-2343,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:50
EVT-IMCA-2346,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-2349,iogp_rules,Confined space,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:23
EVT-IMCA-2357,iogp_rules,Hot work,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:32
EVT-IMCA-2358,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:28
EVT-IMCA-2362,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:16
EVT-IMCA-2367,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:50
EVT-IMCA-2378,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:21
EVT-IMCA-2379,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:24
EVT-IMCA-2393,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-2395,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:26
EVT-IMCA-2400,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:84
EVT-HSE-0001,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_1978:1987
EVT-HSE-0003,iogp_rules,Work authorization; Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_1298:1313
EVT-HSE-0004,iogp_rules,Driving; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:195
EVT-HSE-0006,iogp_rules,Work authorization,Confined space,Two-pass semantic re-evaluation with exact character offset validation,char_1737:1901
EVT-HSE-0007,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:170
EVT-HSE-0008,iogp_rules,Safe mechanical lifting; Work authorization; Working at height,Working at height,Two-pass semantic re-evaluation with exact character offset validation,char_0:219
